Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
Frankie Montas,28,SP,3.8,13,9,0.591,3.37,32,32,0,0,0,0,187.0,164,79,70,20,57,1,207,7,0,11,778,122.0,3.37,1.182,7.9,1.0,2.7,10.0,3.63,CYA-6
Chris Bassitt,32,SP,4.0,12,4,0.75,3.15,27,27,0,1,1,0,157.1,127,55,55,15,39,1,159,11,1,5,637,131.0,3.34,1.055,7.3,0.9,2.2,9.1,4.08,"AS,CYA-10"
Sean Manaea*,29,SP,3.2,11,10,0.524,3.91,32,32,0,2,2,0,179.1,179,79,78,25,41,0,194,9,1,5,754,105.0,3.66,1.227,9.0,1.3,2.1,9.7,4.73,0
Cole Irvin*,27,SP,1.4,10,15,0.4,4.24,32,32,0,0,0,0,178.1,195,94,84,23,42,0,125,9,0,3,768,97.0,4.3,1.329,9.8,1.2,2.1,6.3,2.98,0
James Kaprielian,27,SP,1.4,8,5,0.615,4.07,24,21,0,0,0,0,119.1,105,55,54,19,41,0,123,5,0,1,502,101.0,4.33,1.223,7.9,1.4,3.1,9.3,3.0,0
Yusmeiro Petit,36,RP,0.9,8,3,0.727,3.92,78,0,10,0,0,2,78.0,69,35,34,12,12,1,37,1,0,1,313,105.0,4.72,1.038,8.0,1.4,1.4,4.3,3.08,0
Lou Trivino,29,CL,1.2,7,8,0.467,3.18,71,0,44,0,0,22,73.2,58,32,26,5,34,2,67,4,0,7,310,130.0,3.78,1.249,7.1,0.6,4.2,8.2,1.97,0
Deolis Guerra,32,RP,0.2,4,1,0.8,4.11,53,0,14,0,0,0,65.2,53,34,30,8,20,0,62,4,0,1,269,101.0,3.96,1.112,7.3,1.1,2.7,8.5,3.1,0
Jake Diekman*,34,RP,0.4,3,3,0.5,3.86,67,0,17,0,0,7,60.2,47,29,26,10,34,2,83,4,0,8,262,107.0,4.46,1.335,7.0,1.5,5.0,12.3,2.44,0
Andrew Chafin*,31,0,1.4,2,2,0.5,1.53,28,0,10,0,0,5,29.1,24,5,5,3,7,0,27,0,0,1,116,271.0,3.37,1.057,7.4,0.9,2.1,8.3,3.86,0
Jesús Luzardo*,23,0,-0.9,2,4,0.333,6.87,13,6,1,0,0,0,38.0,46,32,29,11,16,0,40,0,0,3,173,60.0,6.09,1.632,10.9,2.6,3.8,9.5,2.5,0
J.B. Wendelken,28,0,0.0,2,1,0.667,4.32,26,0,6,0,0,0,25.0,29,15,12,2,13,2,26,0,0,4,117,97.0,3.69,1.68,10.4,0.7,4.7,9.4,2.0,0
Sergio Romo,38,RP,0.1,1,1,0.5,4.67,66,0,18,0,0,3,61.2,56,33,32,9,21,2,60,2,0,1,259,89.0,4.24,1.249,8.2,1.3,3.1,8.8,2.86,0
Burch Smith,31,0,-0.2,1,1,0.5,5.4,31,0,10,0,0,0,43.1,49,27,26,5,11,0,28,1,0,2,188,77.0,4.21,1.385,10.2,1.0,2.3,5.8,2.55,0
Paul Blackburn,27,0,-0.2,1,4,0.2,5.87,9,9,0,0,0,0,38.1,52,26,25,8,10,0,26,2,0,1,175,71.0,5.47,1.617,12.2,1.9,2.3,6.1,2.6,0
Daulton Jefferies,25,0,0.2,1,0,1.0,3.6,5,1,1,0,0,0,15.0,11,6,6,1,4,0,8,1,0,1,58,117.0,3.97,1.0,6.6,0.6,2.4,4.8,2.0,0
Reymin Guduan*,29,0,-0.2,0,0,0.0,6.28,11,0,6,0,0,0,14.1,19,11,10,1,5,0,5,0,0,5,65,67.0,4.43,1.674,11.9,0.6,3.1,3.1,1.0,0
A.J. Puk*,26,0,-0.1,0,3,0.0,6.08,12,0,3,0,0,0,13.1,18,9,9,1,6,0,16,1,0,2,65,70.0,3.32,1.8,12.2,0.7,4.1,10.8,2.67,0
Domingo Acevedo,27,0,0.1,0,0,0.0,3.27,10,0,7,0,0,0,11.0,9,4,4,3,4,0,9,0,0,0,44,130.0,6.17,1.182,7.4,2.5,3.3,7.4,2.25,0
Sam Moll*,29,0,0.1,0,0,0.0,3.48,8,0,1,0,0,0,10.1,8,4,4,1,5,0,8,2,0,0,44,122.0,4.91,1.258,7.0,0.9,4.4,7.0,1.6,0
